Incident Type,Location,Summary,Timestamp,Price Category,Latitude,Longitude
Grand Theft of Micro Mobility Device,Nuevo East ‐ Tierra,"Secured electric bicycle stolen, loss $1,600.00",2022-10-24 13:56:00,Expensive,32.8748,-117.22121
Petty Theft of Micro Mobility Report,Ladden Hall,"Secured electric scooter stolen, loss $500.00",2022-10-24 15:00:00,Expensive,,
Petty Theft,Osler Ln,"Secured bicycle stolen, loss $250.00",2022-10-24 15:11:00,Expensive,,
Petty Theft ‐ Bicycle,Price Center,"Unsecured bicycle stolen, loss $500.00",2022-10-24 21:15:00,Expensive,32.8797205,-117.2361952
Petty Theft ‐ Bicycle,Russell Lane,"Secured bicycle stolen, loss $90.00",2022-10-25 02:30:00,Medium,32.8784479,-117.2343121
Petty Theft of Micro Mobility Device,Mesa Nueva ‐ Artesa,"Electric bicycle stolen, loss $500.00",2022-10-25 19:00:00,Expensive,32.87478000000001,-117.22222
Grand Theft ‐ Bicycle,Blacks Beach,"Stolen bicycle, loss $1,000.00",2022-10-25 13:32:00,Medium,32.8906575,-117.2534656
Petty Theft of Micro Mobility Device,Café Ventanas,"Unsecured electric scooter stolen, loss $300.00",2022-10-26 09:30:00,Expensive,32.8860312,-117.242574
Grand Theft ‐ Bicycle,Mesa Nueva,"Secured bicycle stolen, loss $1,500.00",2022-10-26 17:00:00,Low,32.8756502,-117.2224578
Petty Theft ‐ Bicycle,Conrad Prebys Music Center,"Stolen bicycle, loss $500.00",2022-10-26 12:00:00,Expensive,32.8778953,-117.2347713
Petty Theft ‐ Bicycle,Regents Rd,"Secured bicycle stolen, loss $300.00",2022-10-26 06:20:00,Expensive,32.8552295,-117.2176209
Petty Theft of Micro Mobility Device,Price Center,"Unsecured electric scooter stolen, loss $790.00",2022-10-26 21:59:00,Expensive,32.8797205,-117.2361952
Petty Theft ‐ Bicycle,Coast Apartments,"Secured bicycle stolen, loss $150.00",2022-10-27 20:00:00,Low,32.8697562,-117.2474028
Petty Theft,Biomedical Sciences Wy,"Secured bicycle stolen, loss $442.00",2022-10-27 16:45:00,Expensive,32.8747731,-117.2366032
Petty Theft ‐ Bicycle,Matthews Apartments,"Secured bicycle stolen, loss $400.00",2022-10-24 22:00:00,Expensive,32.878646,-117.2310505
Petty Theft,Nordstrom Rack,Stolen electric scooter,2022-10-27 19:07:00,Low,,
Grand Theft of Micro Mobility Device,Student Services Center,"Secured electric bicycle stolen, loss $1,300.00",2022-10-27 21:16:00,Low,32.8785203,-117.235886
Petty Theft ‐ Micro Mobility Device,La Jolla Del Sol,"Electric Bike, Loss $850.00",2022-10-28 18:00:00,Expensive,32.8655512,-117.2230338
Petty Theft,La Jolla Village Dr Shopping Center,Stolen scooter,2022-10-29 19:53:00,Low,32.8704254,-117.2218461
Petty Theft ‐ Bicycle,One Miramar St Bldg 3,"Secured bicycle stolen, loss $900.00",2022-10-30 15:00:00,Expensive,32.8737372,-117.2268607
Petty Theft ‐ Bicycle,Lion tree Arena,"Secured bicycle stolen, loss $100.00",2022-10-31 12:15:00,Medium,32.8852786,-117.2391227
Grand Theft ‐ Micro Mobility Device,Charles David Keeling Apts,"Electric bike, loss $1,000.00",2022-11-01 13:00:00,Medium,,
Petty Theft ‐ Micro Mobility Device,Canyon Vista Admin & Dining Facility,"Electric scooter, loss $699.00",2022-11-01 18:50:00,Expensive,32.8838146,-117.2334419
Grand Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Stop,"Electric bike, loss $1,200.00",2022-11-01 18:59:00,Low,,
Petty Theft,Geisel Library,Reporting party observed unknown male steal bike from bike rack,2022-11-01 21:29:00,Low,32.881092,-117.2375659
Grand Theft ‐ Micro Mobility Device,Bistro at The Village East,"Electric bike, loss $1,000.00",2022-11-01 22:03:00,Medium,,
Petty Theft ‐ Micro Mobility Device,Beagle Hall,"Unsecured electric scooter from outside victim's dorm, loss $855.75",2022-11-02 07:55:00,Expensive,32.874122,-117.2426029
Petty Theft ‐ Micro Mobility Device,Mesa Verde Hall,"Electric scooter, loss $425.00",2022-11-02 19:00:00,Expensive,32.8860192,-117.2414146
Petty Theft ‐ Micro Mobility Device,Computer Engineering Bldg,"Electric scooter, loss $400.00",2022-11-03 07:55:00,Expensive,,
Grand Theft of Micro Mobility Device,Gilman and Myers Bus Stop,"Unsecured electric bicycle stolen, loss $2,000.00",2022-11-04 10:00:00,Expensive,,
Petty Theft ‐ Bicycle,Pepper Canyon Apartments,"Secured bicycle stolen, loss $99.00",2022-11-04 15:00:00,Medium,32.8775872,-117.2306142
Petty Theft of Micro Mobility Device,Center Hall,"Electric scooter stolen, loss $415.00",2022-11-04 16:00:00,Expensive,32.8775468,-117.2374084
Petty Theft,Lyman Ln,"Stolen bicycle seat, loss $30.00",2022-11-04 21:00:00,Low,32.8793588,-117.2353782
Grand Theft ‐ Micro Mobility Device,Price Center ‐ East ‐ Bike Rack,"Electric bicycle, loss $1,015.00",2022-11-05 18:00:00,Low,32.8794123,-117.2368497
Grand Theft ‐ Micro Mobility Device,Commuter Lounge ‐ Bike Rack,"Electric scooter, loss $1,030.00",2022-11-05 20:30:00,Low,,
Petty Theft of Micro Mobility Device,The Village East,"Secured electric scooter stolen, loss $430.00",2022-11-06 13:00:00,Expensive,,
Petty Theft ‐ Bike,Pepper Canyon Ln,"Secured bicycle stolen, loss $150.00",2022-11-06 11:00:00,Low,32.8786572,-117.2292423
Petty Theft of Micro Mobility Device,Target,"Unsecured electric scooter stolen, loss $800.00",2022-11-06 14:05:00,Expensive,,
Pretty Theft,Peterson Hall,"Stolen bicycle, loss $350.00",2022-11-07 08:42:00,Expensive,32.8799725,-117.2403292
Petty Theft ‐ Bike,York Hall,"Secured bicycle stolen, loss $400.00",2022-11-07 09:50:00,Expensive,32.8745478,-117.2400077
Petty Theft of Micro Mobility Device,Meteor Hall,"Secured electric scooter stolen, loss $650.00",2022-11-07 22:00:00,Expensive,32.8738214,-117.2419498
Petty Theft,Old Town,Stolen bicycle,2022-11-07 12:55:00,Low,,
Petty Theft of Micro Mobility Device,Starbucks Coffee,"Unsecured electric scooter stolen, loss $700.00",2022-11-09 13:32:00,Expensive,,
Petty Theft ‐ Bicycle,Miramar Street,"Secured bicycle stolen, loss $520.00",2022-11-09 21:00:00,Expensive,32.8735076,-117.2238704
Report of Petty Theft,"One Miramar St, Bldg 1",Reporting party witnessed suspect remove bicycle from wheel that was locked to bike rack,2022-11-10 16:59:00,Low,32.8737372,-117.2268607
Grand Theft of Micro Mobility Device,Lot 017,"Electric bicycle stolen, loss $1,206.00",2022-11-11 15:30:00,Low,,
Petty Theft ‐ Micro Mobility Device,Price Center West,"Electric scooter, Loss $600.00",2022-11-10 21:00:00,Expensive,32.8794123,-117.2368497
Report of Petty Theft ‐ Micro Mobility Device,The Village East,"Stolen electric scooter, loss $300.00, victim declined to file police report",2022-11-12 18:07:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,"Revelle ‐ Housing, Dining & Hospitality Bldg","Electric scooter, loss $850.00",2022-11-14 16:30:00,Expensive,32.8745634,-117.2431431
Petty Theft ‐ Micro Mobility Device,Galbraith Hall,"Electric scooter, loss $400.00",2022-11-15 10:50:00,Expensive,32.8737102,-117.2409723
Grand Theft ‐ Micro Mobility Device,Trolley ‐ Central Campus Stop,"Electric scooter, loss $399.00",2022-11-15 11:49:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Center Hall North Bike Rack,"Electric scooter, loss $310.00",2022-11-15 12:20:00,Expensive,32.8778021,-117.2372517
Grand Theft ‐ Micro Mobility Device,Wells Fargo Hall,"Electric scooter, loss $2,300.00",2022-11-15 16:00:00,Expensive,32.88696,-117.2417952
Petty Theft ‐ Micro Mobility Device,Center Hall,"Electric scooter, loss $300.00",2022-11-16 16:00:00,Expensive,32.8775468,-117.2374084
Petty Theft ‐ Bicycle,Lyman Ave,"Secured bicycle stolen, loss $550.00",2022-11-18 22:13:00,Expensive,32.8782848,-117.2385931
Petty Theft of Micro Mobility Device,La Jolla Del Sol Apartments,"Secured electric bicycle stolen, loss $646.49",2022-11-20 15:00:00,Expensive,32.8655512,-117.2230338
Petty Theft ‐ Bicycle,Charles David Keeling Apartments,"Secured bicycle stolen, loss $750.00",2022-11-19 06:35:00,Expensive,,
Petty Theft of Micro Mobility Device,Pepper Canyon Apartments,"Secured electric scooter stolen, loss $700.00",2022-11-20 20:00:00,Expensive,32.8775872,-117.2306142
Grand Theft of Micro Mobility Device,RIMAC,"Secured electric scooter stolen, loss $1,200.00",2022-11-20 21:58:00,Low,32.8851041,-117.2404977
Petty Theft ‐ Bicycle,Argo Hall,"Secured bicycle stolen, loss $380.00",2022-11-21 07:50:00,Expensive,32.8745162,-117.2416218
Petty Theft ‐ Bicycle,Gilman Dr,"Secured bicycle stolen, loss $534.00",2022-11-20 11:40:00,Expensive,32.8648237,-117.2364128
Petty Theft of Micro Mobility Device,Geisel Library,"Secured electric bicycle stolen, loss $800.00",2022-11-21 14:15:00,Expensive,32.881092,-117.2375659
Petty Theft of Micro Mobility Device/ Vandalism,Price Center West,"Secured electric bicycle stolen, loss $420.00",2022-11-21 19:00:00,Expensive,32.8794123,-117.2368497
Petty Theft of Micro Mobility Device,Price Center,"Secured electric scooter stolen, loss $414.00",2022-11-21 16:40:00,Expensive,32.8797205,-117.2361952
Petty Theft,Medical Teaching Facility,"Stolen bicycle wheel, loss $250.00",2022-11-21 19:30:00,Expensive,32.8756041,-117.2355062
Petty Theft,Pepper Canyon Apartments,Subject seen attempting to cut bicycle locks,2022-11-22 03:34:00,Low,32.8775872,-117.2306142
Petty Theft,Mesa Apartments Central,"Stolen bike trailer, loss $600.00",2022-11-22 12:00:00,Expensive,32.87382780000001,-117.2215649
Petty Theft ‐ Bicycle,Miramar St,"Secured bicycle stolen, loss $600.00",2022-11-21 16:50:00,Expensive,32.8735076,-117.2238704
Petty Theft ‐ Bicycle,Design and Innovation Building,"Secured bicycle stolen, loss $110.00",2022-11-22 14:00:00,Low,32.8794117,-117.2322377
Petty Theft ‐ Bicycle,Seventh West Building,"Secured bicycle stolen, loss $200.00",2022-11-22 07:15:00,Expensive,,
Petty Theft of Micro Mobility Device,Warren Lecture Hall,"Secured electric scooter stolen, loss $800.00",2022-11-23 13:15:00,Expensive,32.8805918,-117.2344208
Petty Theft/ Vandalism,Trolley ‐ Central Campus Stop,Subject seen attempting to cut a bicycle lock,2022-11-23 19:10:00,Low,,
Grand Theft ‐ Micro Mobility Device,Price Center / Target,"Unsecured electric scooter, loss $1,000.00",2022-11-25 21:20:00,Medium,32.8798916,-117.2363115
Petty Theft,Mesa Apartments Central,"Stolen skateboard, loss $300.00",2022-11-27 15:13:00,Expensive,32.87382780000001,-117.2215649
Petty Theft ‐ Bicycle,One Miramar St Bldg 1,"Secured bike stolen, Loss $781.00",2022-11-28 14:30:00,Expensive,32.8737372,-117.2268607
Petty Theft ‐ Bicycle,NTPLL ‐ Catalyst,"Secured bicycle stolen, Loss $100.00",2022-11-28 18:00:00,Medium,32.8807181,-117.2416333
Petty Theft ‐ Bicycle,7th West Tower,"Secured bicycle stolen, Loss $500.00",2022-11-28 23:25:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Challenger Hall,"Secured electric scooter, loss $649.99",2022-11-29 15:30:00,Expensive,32.8741459,-117.2423273
Petty Theft ‐ Bicycle,Marshal Lower O Bldg,"Secured bicycle, loss $150.00",2022-11-28 21:00:00,Low,32.8826158,-117.239135
Petty Theft,Arts and Humanities,"Stolen scooter, loss $300.00",2022-12-01 22:00:00,Expensive,,
Petty Theft ‐ Bicycle,Engineering Building,"Unsecured bicycle stolen, loss $600.00",2022-12-02 01:00:00,Expensive,,
Petty Theft,Jacobs Hall,"Partially secured bicycle stolen from outside bike rack, loss $600",2022-12-03 22:00:00,Expensive,32.8816988,-117.2352306
Petty Theft,Voigt Dr,"Secured bicycle stolen, loss $150.00",2022-12-04 20:20:00,Low,32.8811362,-117.2295642
Petty Theft of Micro Mobility Device,Liontree Arena,"Secured electric scooter stolen, loss $700.00",2022-12-06 08:25:00,Expensive,32.8852786,-117.2391227
Petty Theft of Micro Mobility Device,Atlantis Hall,"Secured electric scooter stolen, loss $700.00",2022-12-06 20:00:00,Expensive,32.87385769999999,-117.2424379
Petty Theft,Nuevo West,"Theft from vehicle, mounted bicycle rack, loss $849.00, damage $30.00",2022-12-06 16:56:00,Expensive,32.8744283,-117.225569
Petty Theft ‐ Bicycle,CSE Building,"Secured bicycle stolen, loss $140.00",2022-12-06 21:00:00,Low,32.88180060000001,-117.2335235
Petty Theft ‐ Bicycle,Geneva Hall,"Secured bicycle stolen, loss $300.00",2022-12-07 13:55:00,Expensive,32.8855413,-117.2420642
Petty Theft of Micro Mobility Device,Pepper Canyon Hall,"Secured electric scooter stolen, loss $400.00",2022-12-07 22:00:00,Expensive,32.8783769,-117.2337607
Petty Theft,Voigt Dr/ Matthews Ln,Subject possibly stealing bicycle,2022-12-07 17:01:00,Low,32.8803733,-117.2329904
Petty Theft of Micro Mobility Device,Pangea Parking Structure,"Suspect walking with victim's electric scooter, loss $800.00",2022-12-07 18:34:00,Expensive,32.8842556,-117.2431062
Grand Theft of Micro Mobility Device,UCSD Police Department,"Stolen electric scooter, loss $1,600.00",2022-12-08 15:00:00,Expensive,32.8826508,-117.2296864
Petty Theft ‐ Micro Mobility Device,Nuevo East ‐ Exchange,"Electric scooter secured to bike rack, loss $499.00",2022-12-11 17:00:00,Expensive,32.87465,-117.2188676
Petty Theft ‐ Bicycle,Trolley ‐ Central Campus Stop,"Bicycle secured to bike rack, loss $250.00",2022-12-11 20:30:00,Expensive,,
Petty Theft of Micro Mobility Device,Goldberg Hall,"Secured electric scooter stolen, loss $550.00",2022-12-16 00:00:00,Expensive,32.8830809,-117.2338457
Courtesy Copy for Outside Agency ‐ Petty Theft ‐ Bicycle,VA Hospital,"Secured bicycle stolen, loss $500.00",2022-12-16 19:28:00,Expensive,,
Petty Theft of Micro Mobility Device,Trolley ‐ Central Campus Stop,"Secured electric scooter stolen, loss $300.00",2022-12-18 15:50:00,Expensive,,
Petty Theft,Villa la Jolla Dr/ Gilman Dr,Non‐Affiliate seen with spin bicycle,2022-12-19 19:50:00,Low,32.8641692,-117.236303
Grand Theft ‐ Micro Mobility Device,Voigt Dr,"Electric bicycle, loss $1,500.00",2022-12-23 19:40:00,Low,32.8811362,-117.2295642
Petty Theft ‐ Micro Mobility Device,Regents Rd,"Electric E Scooter, loss $405.00",2022-12-28 11:00:00,Expensive,32.8552295,-117.2176209
Petty Theft ‐ Bicycle,Warren Apts ‐ Goldberg,Reporting party observed male subject using saw to cut bike lock and take bicycle from bike rack,2022-02-01 02:01:00,Low,,
Grand Theft ‐ Micro Mobility Device,Price Center South,"Electric bicycle, Loss $1,340.00",2022-01-29 19:00:00,Low,32.8797205,-117.2361952
Grand Theft ‐ Micro Mobility Device,Matthews Bldg B,"Electric bicycle, loss $1,400.00",2022-02-01 17:00:00,Low,,
Petty Theft Of Micro Mobility Device,Warren Field,"Electric bicycle, loss $949.99",2022-02-02 22:00:00,Expensive,32.8802422,-117.2304993
Theft of Micro Mobility Device,Geisel Library,"Electric scooter, loss $450.00",2022-02-04 03:25:00,Expensive,32.881092,-117.2375659
Petty Theft Of Micro Mobility Device,Geisel Library,"Electric scooter, loss $450",2022-02-04 09:35:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility Device,Geisel Library,"Electric bicycle, Loss $400.00",1900-01-02 16:24:00,Expensive,32.881092,-117.2375659
Petty Theft of Micro Mobility Device,Price Center,"Electric scooter, loss $400.00",2022-02-08 19:30:00,Expensive,32.8797205,-117.2361952
Theft of Micro Mobility Device,Trolley ‐ Central Campus Stop,"Electric scooter, loss $500.00",2022-02-11 20:58:00,Expensive,,
Petty Theft,Mesa Nueva ‐ Artesa,Report of possible bike theft in progress,2022-02-12 19:33:00,Low,32.87478000000001,-117.22222
Grand Theft ‐ Micro Mobility Device,Europe Hall,"Electric bike, Loss $1,200.00",2022-01-08 12:30:00,Low,32.8854422,-117.2434779
Petty Theft ‐ Micro Mobility Device,Target Bike Rack,Electric Scooter; Loss $899.99,2022-02-14 17:31:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Price Center West,Electric Scooter; Loss $900.00,2022-02-14 17:30:00,Expensive,32.8794123,-117.2368497
Petty Theft ‐ Micro Mobility Device,Geisel Library,Reporting party observed adult male use unknown tool to steal electric scooter,2022-02-15 20:50:00,Low,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility Device,SERF Bldg Bike Rack,"Electric Scooter, Loss $800.00",2022-02-16 04:00:00,Expensive,,
Grand Theft ‐ Micro Mobility Device,Sixth Residence Hall,"Electric bike, Loss $1,500.00",2022-02-16 22:10:00,Low,,
Petty Theft ‐ Micro Mobility Device,Library Walk ‐ Geisel Bike Rack,"Electric Scooter, Loss $800.00",2022-02-14 22:00:00,Expensive,32.881092,-117.2375659
Petty Theft ‐ Micro Mobility Device,Engineering Bldg 2,"Electric scooter, Loss $600.00",2022-02-16 16:40:00,Expensive,,
Grand Theft ‐ Micro Mobility Device / Battery,Warren Lecture Hall,Reporting party confronted suspect stealing a bicycle and got into a physical confrontation,2022-02-17 17:55:00,Low,32.8805918,-117.2344208
Grand Theft ‐ Micro Mobility Device / Battery,Structural and Material Engineering Bldg,"Electric bicycle, Loss $3,739.00",2022-02-17 20:30:00,Expensive,32.8800218,-117.2329402
Petty Theft,Galbraith Hall,Reporting party observed male subject cutting bike locks outside building,2022-02-17 22:13:00,Low,32.8737102,-117.2409723
Petty Theft ‐ Micro Mobility Device,EBU1,"Electric scooter, Loss $200.00",2022-02-17 19:36:00,Expensive,32.8820551,-117.2354243
Theft of Micro mobility Device,64 Degrees,"Stolen electric scooter, loss $600.00",2022-02-18 10:53:00,Expensive,32.8747459,-117.2420341
Petty Theft Of Micro Mobility,Marshall Upper Apartments,"Stolen electric scooter, loss $400.00",2022-02-18 15:45:00,Expensive,32.8833158,-117.2417072
Theft of Micro mobility Device,64 Degrees,"Stolen electric scooter, loss $600.00",2022-02-18 10:53:00,Expensive,32.8747459,-117.2420341
Attempted Grand Theft ‐ Bicycle / Felony Warrant Arrest,Trolley ‐ UCSD Health (Voigt),Original call for male seen cutting bike lock,2022-02-23 19:02:00,Low,32.881168,-117.2343605
Petty Theft of Micro Mobility Device,9192 Regents Rd,"Stolen electric scooter, loss $600.00",2022-02-24 02:30:00,Expensive,32.8724753,-117.2251081
Petty Theft of Micro Mobility Device,Lot 506,"Stolen electric scooter, loss $369.00",2022-02-24 20:24:00,Expensive,,
Grand Theft ‐ Micro Mobility Device,Price Center East,"Electric scooter, Loss $1,000",2022-02-25 21:00:00,Medium,32.8794123,-117.2368497
Petty Theft ‐ Micro Mobility Device,Marshall Field East Side,"Electric scooter, Loss $600.00",2022-02-28 17:00:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Seventh College West #8,"Electric scooter, Loss $800.00",2022-02-28 19:00:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Warren Hall Bike Rack,"Electric Scooter, loss $827.52",2022-02-28 19:50:00,Expensive,,
Petty Theft,Natural Sciences Bldg,"Unknown suspect(s) stole an unattended skateboard, $350.00",2022-03-01 14:30:00,Expensive,,
Petty Theft ‐ Micro Mobility Device,Burning Man,"Electric Bike, Loss $450.00",2022-03-02 23:30:00,Expensive,,
